Argument ID	Openness to change	Self-enhancement	Conservation	Self-transcendence
A01002	0	0	1	0
A01005	0	0	1	0
A01006	0	1	1	0
A01007	0	0	1	1
A01008	0	0	1	1
A01009	0	0	1	1
A01010	1	0	1	1
A01011	0	1	0	1
A01014	0	0	0	1
A01015	0	0	1	1
A01016	0	0	1	0
A01018	0	1	0	1
A01019	0	0	1	0
A01020	1	0	0	0
A02003	0	1	1	1
A02004	0	0	0	1
A02005	0	0	1	1
A02006	0	0	1	0
A02007	0	0	0	1
A02008	0	0	0	1
A02010	0	0	1	0
A02011	0	0	1	1
A02012	1	0	1	0
A02013	0	0	1	1
A02014	1	0	1	1
A02015	1	0	0	0
A02016	0	0	0	1
A02019	0	0	1	1
A02020	1	0	0	1
A03001	0	0	1	0
A03002	0	0	1	0
A03003	0	0	1	1
A03004	0	0	1	0
A03006	0	0	0	1
A03007	0	0	1	0
A03008	0	0	0	1
A03009	0	0	1	0
A03010	0	0	1	0
A03011	0	0	1	0
A03012	0	0	0	1
A03013	0	1	0	0
A03015	0	0	1	0
A03016	0	0	0	1
A03017	1	0	1	1
A03019	0	0	0	1
A04001	0	0	1	1
A04002	0	0	1	0
A04003	1	0	0	0
A04004	0	0	0	1
A04006	0	0	1	0
A04007	0	0	1	0
A04008	0	0	1	1
A04009	1	0	0	0
A04010	0	0	1	1
A04011	1	0	1	0
A04013	0	0	1	0
A04014	0	0	0	1
A04016	0	1	0	0
A04017	0	0	0	1
A04018	0	0	1	0
A04020	0	0	1	1
A05001	1	0	0	1
A05003	0	0	1	1
A05005	0	0	0	1
A05006	1	0	1	0
A05012	0	0	0	1
A05013	0	0	1	0
A05014	0	0	1	1
A05015	1	1	0	1
A05016	0	0	0	1
A05017	0	0	1	0
A05018	0	1	1	1
A05021	0	0	1	0
A05022	0	1	1	1
A05023	0	0	1	1
A05027	1	1	0	0
A05028	0	0	1	1
A05031	0	0	1	1
A05033	0	0	1	0
A05034	0	0	0	1
A05036	0	1	0	1
A05039	0	1	1	0
A05040	0	0	1	1
A05041	1	1	0	0
A05042	0	0	1	1
A05044	0	1	0	0
A05045	0	0	0	1
A05047	1	0	0	1
A05048	0	0	1	1
A05049	1	0	1	0
A05050	1	0	0	0
A05052	0	0	1	1
A05053	0	1	1	1
A05054	0	0	1	1
A05057	1	0	1	1
A05058	1	1	1	1
A05059	0	0	1	1
A05063	0	1	1	1
A05064	0	0	0	1
A05067	0	0	1	1
A05068	0	1	1	1
A05069	0	0	1	0
A05070	1	0	1	1
A05071	0	0	1	1
A05073	0	0	0	1
A05074	0	0	1	1
A05075	0	0	1	1
A05076	0	1	0	0
A05077	1	0	1	0
A05080	1	1	1	0
A05081	0	0	1	1
A05082	0	1	1	1
A05083	1	1	1	1
A05086	1	0	1	0
A05087	1	1	1	0
A05088	1	0	0	0
A05089	0	0	1	1
A05090	1	0	0	0
A05091	0	1	0	0
A05092	1	0	1	0
A05093	1	0	1	0
A05095	0	1	1	0
A05096	1	0	1	1
A05097	0	0	1	1
A05098	0	1	0	1
A05099	0	0	1	0
A06002	0	0	0	1
A06003	0	0	1	0
A06004	0	0	1	0
A06005	0	1	0	0
A06008	0	0	1	0
A06010	1	0	0	0
A06011	0	1	0	1
A06015	1	0	1	0
A06017	0	1	1	0
A06019	0	0	1	0
A06020	0	1	1	1
A07001	0	1	1	1
A07006	1	0	1	0
A07007	1	0	0	1
A07008	0	1	1	1
A07009	0	1	1	1
A07010	0	0	1	1
A07011	0	1	1	1
A07012	1	0	1	1
A07014	0	0	1	1
A07016	0	0	1	1
A07018	1	0	1	1
A07019	0	1	1	1
A07020	0	0	1	1
A07021	0	0	1	0
A07022	0	0	1	1
A07023	1	1	0	1
A07025	0	0	1	1
A07026	1	1	1	1
A07031	1	1	1	0
A07032	1	1	1	1
A07033	0	0	1	0
A07034	1	0	1	1
A07036	1	1	1	1
A07037	1	0	1	1
A07038	1	0	0	1
A07039	1	1	1	1
A07043	0	0	1	1
A07044	0	0	1	0
A07045	1	0	0	1
A07046	0	0	1	1
A07047	1	0	1	1
A07049	1	1	1	1
A07050	1	0	1	0
A07051	1	0	0	1
A07053	1	1	1	1
A07054	0	1	0	1
A07055	0	1	1	0
A07057	0	0	1	1
A07058	0	1	1	1
A07059	0	0	1	1
A07060	1	0	1	1
A07061	1	0	1	0
A07062	0	0	1	1
A07063	0	0	1	0
A07066	1	1	1	1
A07067	0	1	1	1
A07068	0	1	1	0
A07069	0	1	1	0
A07072	1	0	1	1
A07073	1	1	1	1
A07074	1	1	0	1
A07075	1	1	1	1
A07076	0	1	1	1
A07077	0	1	1	1
A07079	0	1	1	1
A07080	0	0	1	1
A07082	0	0	1	1
A07084	0	0	1	1
A07087	1	0	1	1
A07089	1	1	0	0
A07091	0	0	1	1
A07092	1	0	1	0
A07093	0	0	1	1
A07094	1	1	0	0
A07095	0	1	1	0
A07096	1	0	1	0
A07097	1	1	1	1
A07098	1	1	0	1
A08001	0	0	1	0
A08003	1	0	1	1
A08005	1	0	0	1
A08006	0	0	1	1
A08007	1	0	0	0
A08009	0	0	1	1
A08011	0	0	0	1
A08012	0	0	1	0
A08013	0	0	1	1
A08014	0	0	1	1
A08016	0	0	1	0
A08018	0	0	1	1
A08019	1	0	0	1
A08020	0	0	0	1
A09001	0	1	1	0
A09002	1	0	0	0
A09003	1	1	0	1
A09004	1	0	1	0
A09005	1	0	1	1
A09006	0	1	1	1
A09007	1	1	1	1
A09008	1	1	1	0
A09009	0	0	1	1
A09010	0	0	1	1
A09011	0	0	1	1
A09012	0	0	1	1
A09013	1	0	0	1
A09014	0	0	1	1
A09015	1	0	1	1
A09017	1	0	1	1
A09018	0	0	1	1
A09021	1	1	0	1
A09022	0	0	1	1
A09023	0	0	1	1
A09024	0	1	1	0
A09025	1	1	0	1
A09026	1	1	1	1
A09027	1	1	1	0
A09028	0	0	1	1
A09029	0	0	1	1
A09030	0	1	1	1
A09031	1	1	1	0
A09033	1	1	1	1
A09035	0	1	1	1
A09036	0	1	1	1
A09037	1	0	1	1
A09038	0	0	1	1
A09039	1	0	1	1
A09040	0	0	1	1
A09042	1	1	0	1
A09043	0	1	0	1
A09045	0	1	0	1
A09046	1	1	1	1
A09048	1	1	1	1
A09051	0	0	0	1
A09053	1	0	1	1
A09058	0	0	1	1
A09060	1	1	1	1
A09061	1	0	0	1
A09062	0	1	1	1
A09063	0	0	1	0
A09064	0	1	1	0
A09067	0	1	1	1
A09069	0	0	0	1
A09070	1	1	1	1
A09071	0	1	0	1
A09072	1	0	0	1
A09073	1	1	0	1
A09076	1	1	1	1
A09077	0	1	1	1
A09079	1	1	0	1
A09080	1	1	1	1
A09082	1	0	1	1
A09083	0	0	1	1
A09085	0	0	1	1
A09086	1	0	0	1
A09089	0	0	1	1
A09091	1	0	0	1
A09093	1	1	1	1
A09094	1	0	1	1
A09096	0	0	1	1
A09097	1	1	1	1
A09098	0	0	1	1
A09100	0	0	1	1
A10002	0	0	1	1
A10003	0	1	1	1
A10004	1	0	0	1
A10005	0	0	1	0
A10007	1	0	1	0
A10009	0	0	1	1
A10011	0	0	1	1
A10012	0	0	0	1
A10013	0	1	0	1
A10014	0	0	1	1
A10015	0	0	1	0
A10016	0	0	1	1
A10017	0	1	0	0
A10018	0	1	1	0
A10020	0	0	1	0
A12001	1	1	1	0
A12002	1	0	1	1
A12003	0	1	1	0
A12004	1	1	1	1
A12005	0	0	1	1
A12006	1	0	1	0
A12007	0	0	1	1
A12008	0	0	1	1
A12010	1	1	1	1
A12014	1	0	1	0
A12015	1	0	1	0
A12016	0	1	0	1
A12019	1	1	0	0
A12022	1	0	0	1
A12023	0	0	1	1
A12024	1	0	1	1
A12025	0	0	1	1
A12026	1	1	0	1
A12028	1	1	1	1
A12030	0	1	0	0
A12031	0	0	1	1
A12032	1	0	0	1
A12036	0	1	0	1
A12037	0	0	0	1
A12038	0	0	0	1
A12039	0	1	1	1
A12042	1	0	1	0
A12043	1	1	0	0
A12044	0	0	1	1
A12046	0	1	0	1
A12049	0	1	1	0
A12050	0	0	1	1
A12051	0	0	1	1
A12053	0	1	1	1
A12057	0	0	1	1
A12058	1	1	1	0
A12059	1	0	1	1
A12060	1	1	0	0
A12061	0	0	1	1
A12063	0	1	1	0
A12064	1	1	1	1
A12065	0	0	1	1
A12066	1	1	0	1
A12067	0	0	0	1
A12068	0	1	1	1
A12069	1	1	0	1
A12071	0	0	0	1
A12072	1	1	0	0
A12075	1	1	0	0
A12076	0	0	1	1
A12077	0	1	0	1
A12078	0	1	0	1
A12079	0	1	1	1
A12080	1	0	1	0
A12082	1	1	0	0
A12083	1	0	1	0
A12085	1	0	0	0
A12086	0	0	1	1
A12087	1	0	1	1
A12088	0	0	1	1
A12089	0	0	0	1
A12090	1	1	0	1
A12092	1	1	1	1
A12094	1	1	0	0
A12095	1	1	0	1
A12096	1	0	0	1
A12099	1	1	0	0
A12100	0	0	1	1
A12102	0	0	1	1
A12104	1	1	0	1
A12106	1	1	0	1
A12107	0	1	1	1
A12109	1	1	1	0
A12110	0	0	1	1
A12111	0	1	0	1
A12112	1	0	1	1
A12113	1	0	1	1
A12115	0	0	1	1
A12116	0	0	1	1
A12117	0	1	1	0
A12118	0	0	1	1
A12119	0	0	1	0
A12121	0	0	1	1
A12122	0	1	1	1
A12123	0	0	1	1
A12124	0	1	1	1
A12126	0	0	0	1
A12128	1	1	0	1
A12129	0	0	1	1
A12131	0	1	1	0
A12132	1	1	1	1
A12135	0	0	0	1
A12136	0	0	1	1
A12140	1	0	1	1
A12143	0	0	1	0
A12145	1	0	0	1
A12146	1	0	1	1
A12148	1	1	1	0
A12150	1	0	0	1
A12154	0	0	1	1
A12155	0	0	1	1
A12156	1	0	1	1
A12157	0	0	1	1
A12161	0	0	1	1
A12162	0	0	1	0
A12163	0	1	1	0
A12164	0	0	1	0
A12166	0	1	0	1
A12167	1	1	1	1
A12170	0	0	1	1
A12171	0	0	1	1
A12172	0	0	1	1
A12173	0	1	0	1
A12174	0	0	0	1
A12175	0	1	1	1
A12177	0	0	1	0
A12179	1	1	1	0
A12181	1	1	1	1
A12182	1	0	0	1
A12183	1	1	0	0
A12184	0	1	1	1
A12185	0	0	1	1
A12187	0	0	1	0
A12188	0	0	0	1
A12189	0	0	1	0
A12191	0	1	1	1
A12194	0	1	1	1
A12195	0	0	1	1
A12199	1	0	1	0
A12203	0	0	1	1
A12206	0	0	1	0
A12207	0	0	1	0
A12209	0	0	1	1
A12210	0	1	1	0
A12212	0	0	1	1
A12213	1	1	0	1
A12215	0	0	0	1
A12216	0	1	0	1
A12217	0	0	1	0
A12218	0	0	1	0
A12221	0	1	1	1
A12222	0	0	1	1
A12223	0	0	1	0
A12224	0	1	0	1
A12226	1	0	0	1
A12227	1	1	1	1
A12228	0	1	1	0
A12229	0	1	1	0
A12230	0	0	1	1
A12231	0	0	1	1
A12232	1	1	0	1
A12233	1	1	1	1
A12234	0	0	1	1
A12235	0	0	1	1
A12236	1	0	0	0
A12238	0	1	0	0
A12239	0	1	1	1
A12240	0	1	1	1
A12241	1	1	0	1
A12242	0	0	1	1
A12244	1	0	1	1
A12245	1	0	1	1
A12249	0	1	1	1
A12251	0	1	1	0
A12252	0	0	1	0
A12253	0	0	1	1
A12256	1	0	0	1
A12257	0	0	1	1
A12258	0	1	1	1
A12259	0	1	0	1
A12260	0	1	1	1
A12262	1	0	0	1
A12265	0	0	1	0
A12266	0	0	1	1
A12268	0	1	1	1
A12269	0	0	0	1
A12273	1	1	0	1
A12275	0	0	0	1
A12276	0	0	1	0
A12277	1	1	0	1
A12278	0	0	0	1
A12279	0	0	1	0
A12283	0	1	1	0
A12285	0	0	1	1
A12286	0	1	0	1
A12287	0	1	0	1
A12288	1	1	0	0
A12289	0	0	1	1
A12291	0	0	1	1
A12292	1	1	1	0
A12293	0	1	0	1
A12295	1	0	1	0
A12297	0	0	1	1
A12298	0	0	1	1
A12300	0	1	1	1
A12301	0	0	1	1
A12302	0	0	0	1
A12303	0	1	1	1
A12304	1	1	1	1
A12305	1	1	0	1
A12307	0	0	1	1
A12308	0	0	1	0
A12310	1	0	1	0
A12312	0	0	1	1
A12314	1	1	1	1
A12315	0	0	1	1
A12316	0	1	1	1
A12317	0	1	1	1
A12318	0	1	1	1
A12319	0	1	1	1
A12320	0	1	0	1
A12322	1	0	1	0
A12326	1	0	0	1
A12327	1	0	1	1
A12328	1	0	1	0
A12329	0	0	1	1
A12330	1	0	1	0
A12331	1	0	0	1
A12332	1	1	0	1
A12333	0	0	1	1
A12334	0	1	1	0
A12336	1	0	1	0
A12337	0	0	1	1
A12339	0	0	1	1
A12342	0	1	1	0
A12343	0	0	1	0
A12345	0	0	0	1
A12346	0	0	1	1
A12348	1	0	0	1
A12349	1	0	1	1
A12350	1	0	1	1
A12351	1	1	1	0
A12352	0	1	1	1
A12353	0	0	1	1
A12355	1	1	0	1
A12356	0	1	1	0
A12357	0	1	1	0
A12358	0	1	0	1
A12360	0	1	1	1
A12361	1	1	0	1
A12362	0	0	1	1
A12364	1	0	1	0
A12365	0	1	1	1
A12368	0	1	1	1
A12369	0	1	0	1
A12372	0	0	1	0
A12374	0	0	1	0
A12375	0	0	1	0
A12376	0	0	1	1
A12377	0	0	1	1
A12379	0	0	0	1
A12381	1	1	1	0
A12383	0	0	1	1
A12385	1	1	1	1
A12386	0	1	1	1
A12387	1	0	1	1
A12389	1	1	1	1
A12390	0	0	1	0
A12392	0	1	1	1
A12393	0	1	1	1
A12396	1	0	1	1
A12397	0	0	0	1
A12398	0	1	1	1
A12400	0	0	1	1
A12401	1	0	1	1
A12403	1	0	1	1
A12404	1	1	1	0
A12405	1	0	1	1
A12407	0	1	0	1
A12408	1	0	0	1
A12412	0	1	1	1
A12413	0	0	1	1
A12416	0	0	1	1
A12417	0	1	0	0
A12418	0	0	1	0
A12419	0	0	1	0
A12420	1	0	1	1
A12423	1	0	1	1
A12425	1	0	1	0
A12426	0	0	1	1
A12427	0	0	1	1
A12428	0	0	1	1
A12430	1	0	1	1
A12433	1	0	1	1
A12435	0	0	0	1
A12437	1	1	1	1
A12438	0	1	1	1
A12439	0	0	1	1
A12440	1	1	1	1
A12441	0	1	1	0
A12442	1	1	0	1
A12444	0	0	1	1
A12446	0	0	1	0
A12450	0	0	0	1
A12453	1	1	1	1
A12454	1	1	0	0
A12455	0	1	0	1
A12458	0	0	1	1
A12459	0	0	1	1
A12461	0	1	0	0
A12462	0	0	0	1
A12464	0	0	0	1
A12467	0	0	1	0
A12468	0	1	1	1
A12469	1	1	1	0
A12470	0	1	1	0
A12474	1	1	1	1
A12475	0	1	1	1
A12476	0	0	1	1
A12478	1	0	1	0
A12479	1	1	0	0
A12481	0	0	1	1
A12482	0	1	1	1
A12485	0	0	1	1
A12486	1	0	1	1
A12488	1	1	0	1
A12489	0	0	1	0
A12490	0	0	1	0
A12492	0	0	1	1
A12493	0	0	1	1
A12495	1	0	1	1
A12498	1	1	0	1
A12499	1	0	0	0
A12500	1	1	1	1
A13001	0	0	1	1
A13002	0	0	1	0
A13004	1	0	1	0
A13006	1	1	0	0
A13007	0	1	0	1
A13009	0	0	0	1
A13010	1	0	1	1
A13012	0	1	0	0
A13013	0	0	1	1
A13015	0	0	1	1
A13016	1	0	1	1
A13017	0	0	1	1
A13018	0	0	1	0
A13019	0	0	0	1
A13020	1	1	0	0
A14001	0	0	0	1
A14002	1	0	0	1
A14006	1	1	0	1
A14007	0	1	1	1
A14009	1	1	1	0
A14011	0	1	0	0
A14012	1	0	0	1
A14013	0	0	0	1
A14014	1	0	0	1
A14016	0	1	0	1
A14017	0	1	0	0
A14019	0	0	0	1
A14020	0	1	0	1
A15002	0	1	0	0
A15004	1	0	1	1
A15005	0	0	1	0
A15009	1	0	0	1
A15010	1	1	0	0
A15012	1	0	0	1
A15013	1	0	0	1
A15014	0	1	1	0
A15015	0	0	0	1
A15017	0	1	1	0
A15018	0	0	0	1
A15019	0	1	0	0
A15020	0	1	0	0
A17002	0	1	1	1
A17003	1	1	1	1
A17004	1	0	0	1
A17005	1	1	1	1
A17006	1	0	0	1
A17007	0	0	1	0
A17008	1	1	1	1
A17009	1	0	0	0
A17011	0	1	1	0
A17012	0	1	1	1
A17013	1	0	1	0
A17015	0	0	1	1
A17016	1	0	1	0
A17017	1	0	0	1
A17018	0	0	0	1
A17019	1	0	1	0
A17020	0	0	0	1
A18003	1	0	1	1
A18005	1	0	0	1
A18006	0	1	1	0
A18007	1	1	0	0
A18008	0	0	1	1
A18010	0	0	0	1
A18011	1	1	1	0
A18014	0	1	1	1
A18015	1	0	1	1
A18016	0	0	1	1
A18017	0	1	1	1
A18018	1	1	1	1
A18019	0	1	0	1
A18020	0	0	1	1
A18021	0	1	1	1
A18022	1	1	0	0
A18023	1	0	1	0
A18026	1	1	0	0
A18030	0	0	1	1
A18032	0	1	1	1
A18033	0	0	0	1
A18035	1	1	1	0
A18036	0	1	1	1
A18037	0	0	1	1
A18038	0	0	1	1
A18039	0	1	1	1
A18040	1	0	1	1
A18042	1	0	1	0
A18043	1	0	0	0
A18045	0	1	1	0
A18046	0	1	1	1
A18047	0	0	0	1
A18048	1	0	1	0
A18050	0	0	1	0
A18053	0	1	1	0
A18056	1	0	1	1
A18057	0	0	0	1
A18058	0	0	1	1
A18059	0	0	1	1
A18060	1	1	1	0
A18061	1	0	1	0
A18062	1	1	1	1
A18063	1	0	1	1
A18064	0	0	1	1
A18065	0	0	1	1
A18066	0	0	1	1
A18067	1	1	1	0
A18068	1	1	0	1
A18069	0	0	1	1
A18070	1	1	1	0
A18072	1	0	0	1
A18073	0	0	0	1
A18074	0	0	1	0
A18075	1	0	1	0
A18076	1	0	0	1
A18077	0	0	1	1
A18078	0	0	1	1
A18079	0	0	1	1
A18080	0	0	1	0
A18081	0	1	1	1
A18082	0	0	1	0
A18083	0	1	1	1
A18084	1	0	1	1
A18085	0	1	1	1
A18089	0	1	1	1
A18090	0	1	0	1
A18093	1	0	1	1
A18094	1	1	1	1
A18096	0	1	1	1
A18098	0	0	1	1
A18099	1	1	1	0
A18100	0	0	1	1
A18101	1	1	1	1
A18105	0	1	1	1
A18107	1	0	1	1
A18108	0	1	1	1
A18109	1	0	1	0
A18110	0	1	0	1
A18114	0	1	1	1
A18118	0	0	0	1
A18120	0	0	1	0
A18121	0	1	1	1
A18123	0	1	1	0
A18124	1	1	1	1
A18125	1	0	0	1
A18129	0	0	1	1
A18131	0	1	1	1
A18133	1	0	1	1
A18134	0	0	1	1
A18135	0	1	1	1
A18136	1	0	0	0
A18138	0	1	1	1
A18139	0	1	1	1
A18141	1	1	1	0
A18144	1	1	1	1
A18145	0	1	1	1
A18146	0	1	1	0
A18147	1	1	1	1
A18148	1	0	1	0
A18149	0	0	1	1
A18150	0	1	1	1
A18152	0	1	0	1
A18153	0	0	0	1
A18154	1	1	0	1
A18155	1	1	1	1
A18160	1	1	1	1
A18161	1	0	0	1
A18162	1	1	0	1
A18164	0	1	1	1
A18165	1	1	0	1
A18166	0	1	1	1
A18169	1	0	1	1
A18171	0	0	1	1
A18172	1	0	1	1
A18175	1	1	1	1
A18178	0	1	1	0
A18179	0	1	0	1
A18180	0	0	0	1
A18181	0	0	1	1
A18182	1	1	0	1
A18183	0	0	1	1
A18184	1	0	1	1
A18185	0	0	1	1
A18186	0	0	0	1
A18188	0	1	1	1
A18189	0	0	0	1
A18192	0	1	1	1
A18195	0	0	0	1
A18197	1	1	1	1
A18200	0	0	1	1
A18201	0	1	0	1
A18203	1	0	1	1
A18204	0	0	0	1
A18207	1	1	1	0
A18209	0	1	1	0
A18211	0	1	1	1
A18213	0	0	1	1
A18214	0	1	1	1
A18215	0	0	1	1
A18216	1	0	0	0
A18218	0	0	1	1
A18221	0	0	1	1
A18223	1	1	0	1
A18225	0	0	0	1
A18226	0	1	1	1
A18227	0	1	1	1
A18228	0	0	1	0
A18229	1	1	1	0
A18231	0	0	1	1
A18232	0	0	1	1
A18233	0	1	0	1
A18234	0	0	1	1
A18236	0	0	1	1
A18237	1	0	0	1
A18238	0	1	0	1
A18239	0	1	1	0
A18240	1	0	1	0
A18241	1	1	1	1
A18242	0	0	1	1
A18243	0	0	1	1
A18245	1	1	1	1
A18246	0	1	0	1
A18248	0	1	1	1
A18249	0	1	1	1
A18253	0	0	1	1
A18256	1	0	1	1
A18258	0	1	1	0
A18259	1	1	1	1
A18260	0	1	1	1
A18261	0	1	1	1
A18262	1	0	1	1
A18264	0	0	1	1
A18265	0	0	1	1
A18266	1	0	1	0
A18267	1	1	1	0
A18268	0	0	1	1
A18270	1	0	0	1
A18275	0	1	1	1
A18276	0	0	0	1
A18278	0	0	1	0
A18279	0	0	1	0
A18281	1	1	1	1
A18283	1	1	1	1
A18284	1	1	1	1
A18285	0	1	0	1
A18286	1	0	1	0
A18287	1	0	1	1
A18290	0	0	1	1
A18291	0	1	1	1
A18292	0	1	1	1
A18293	0	0	1	1
A18296	1	1	1	1
A18297	0	1	1	0
A18298	1	0	1	0
A18299	1	0	1	1
A18301	0	1	0	1
A18305	0	0	1	1
A18308	0	1	0	1
A18311	0	0	1	1
A18313	1	0	0	1
A18314	0	1	0	1
A18316	0	0	1	1
A18318	1	1	1	1
A18321	0	0	1	1
A18322	1	0	1	1
A18323	0	0	1	1
A18324	1	1	0	1
A18325	1	0	0	0
A18326	1	1	0	1
A18327	0	0	1	1
A18328	1	0	1	0
A18331	0	1	1	1
A18332	0	0	1	1
A18334	0	1	1	1
A18335	0	0	1	1
A18338	1	0	1	1
A18339	0	0	1	1
A18340	1	0	1	0
A18341	0	0	1	1
A18342	1	0	0	1
A18344	1	0	1	0
A18345	0	1	1	1
A18346	1	1	1	1
A18350	0	1	1	1
A18351	1	1	1	1
A18353	0	1	1	1
A18355	1	1	1	1
A18356	0	1	1	0
A18358	1	1	0	1
A18359	0	0	1	1
A18360	1	0	0	1
A18361	1	1	1	1
A18363	0	1	1	1
A18365	1	0	1	1
A18367	0	1	1	1
A18368	0	0	1	1
A18369	0	1	1	1
A18370	0	0	1	1
A18373	0	0	1	1
A18374	0	0	1	1
A18375	1	1	0	1
A18376	1	0	1	0
A18378	1	0	1	0
A18381	1	0	0	1
A18383	0	0	1	1
A18384	1	1	1	1
A18385	1	1	1	1
A18386	0	0	1	1
A18387	0	0	1	1
A18388	0	1	1	0
A18389	1	1	1	1
A18391	1	1	1	1
A18392	1	1	1	1
A18393	0	1	0	1
A18394	1	1	0	1
A18395	0	1	1	1
A18397	1	0	0	1
A18399	1	0	1	1
A18400	1	1	1	0
A18401	0	0	1	0
A18402	0	0	1	1
A18403	0	1	0	1
A18404	1	0	1	1
A18405	0	0	1	1
A18407	1	0	1	0
A18408	1	1	1	0
A18409	0	1	1	1
A18410	0	1	1	0
A18411	1	0	1	0
A18412	0	0	1	1
A18415	1	1	1	1
A18416	1	1	1	1
A18417	1	0	1	1
A18418	0	1	1	1
A18420	1	1	0	1
A18421	0	1	0	1
A18422	1	1	0	0
A18423	0	1	1	1
A18424	0	0	1	1
A18425	1	0	0	0
A18426	1	1	1	1
A18428	0	1	1	1
A18431	0	1	1	1
A18433	1	0	0	1
A18434	0	1	1	1
A18435	0	1	1	1
A18437	1	0	0	0
A18438	1	0	1	1
A18439	1	1	1	1
A18440	0	0	1	1
A18441	0	1	1	0
A18444	0	0	1	1
A18445	0	1	0	1
A18446	0	1	1	1
A18447	1	1	1	1
A18448	0	0	1	1
A18449	0	0	1	1
A18451	0	1	0	1
A18452	0	1	0	1
A18454	0	1	1	1
A18456	0	0	1	0
A18459	1	1	1	0
A18460	0	1	1	1
A18462	1	0	1	0
A18464	1	0	1	1
A18466	1	1	0	1
A18467	0	1	1	1
A18470	1	1	1	0
A18473	0	0	1	0
A18474	1	1	0	1
A18476	0	0	1	1
A18477	0	0	1	1
A18478	1	0	0	1
A18479	0	1	1	1
A18480	0	0	1	1
A18481	1	1	1	0
A18485	0	1	1	1
A18486	0	0	1	1
A18487	1	1	1	1
A18489	1	0	1	0
A18490	1	0	1	1
A18492	0	1	1	0
A18493	0	0	1	1
A18495	0	1	1	1
A18496	0	1	1	1
A18497	0	1	1	1
A18498	1	0	0	1
A18500	0	0	1	1
A19003	0	1	1	1
A19004	0	1	1	1
A19005	1	0	1	1
A19006	0	0	1	1
A19008	0	0	1	1
A19009	0	0	1	1
A19012	0	0	1	1
A19013	0	1	0	1
A19018	1	0	1	0
A19019	0	0	1	1
A19021	1	0	0	1
A19022	0	0	1	1
A19023	0	1	1	1
A19024	0	0	1	1
A19025	1	1	0	1
A19026	0	0	1	1
A19027	0	0	1	1
A19031	1	0	1	0
A19033	0	1	1	1
A19035	1	0	1	1
A19037	1	1	1	1
A19038	0	1	1	0
A19041	0	0	0	1
A19042	1	1	1	0
A19044	1	0	1	0
A19047	0	0	1	0
A19049	0	0	1	0
A19050	1	1	1	0
A19052	0	1	1	1
A19054	1	1	0	0
A19056	0	1	0	1
A19057	0	0	1	1
A19058	0	0	1	1
A19059	1	0	0	1
A19060	1	1	1	1
A19061	0	0	1	1
A19062	0	0	1	1
A19064	0	0	1	1
A19066	0	0	0	1
A19067	1	0	1	1
A19069	0	1	1	1
A19070	1	1	1	1
A19072	1	1	0	1
A19075	0	1	1	1
A19076	1	1	1	0
A19077	0	0	1	1
A19079	0	1	1	1
A19082	0	0	1	1
A19083	0	0	1	1
A19084	1	1	1	1
A19085	1	0	0	1
A19086	1	0	1	0
A19089	0	0	1	1
A19091	1	1	1	1
A19094	1	1	1	1
A19095	1	0	1	1
A19096	0	0	1	1
A19097	0	1	0	1
A19099	0	1	0	1
A19101	0	1	0	0
