Argument ID	Openness to change	Self-enhancement	Conservation	Self-transcendence
A19102	1	0	1	1
A19103	1	1	1	0
A19105	0	1	0	1
A19106	1	1	1	1
A19108	0	0	0	1
A19110	0	1	1	1
A19112	1	1	1	1
A19113	0	1	1	1
A19114	1	0	1	1
A19115	0	0	1	1
A19116	1	1	1	1
A19117	1	1	1	1
A19118	0	0	1	1
A19119	1	1	1	0
A19121	0	1	1	1
A19122	0	0	1	1
A19123	0	1	0	1
A19124	1	1	0	1
A19125	0	1	1	1
A19126	1	1	0	1
A19127	0	0	1	1
A19128	1	0	1	1
A19129	0	1	1	1
A19131	1	0	0	0
A19132	0	1	0	1
A19133	0	0	1	1
A19135	0	0	0	1
A19136	0	0	1	1
A19137	1	1	1	0
A19139	1	1	1	0
A19141	0	0	1	1
A19143	1	1	0	1
A19144	0	0	1	1
A19145	1	1	1	1
A19147	1	0	1	1
A19149	1	1	1	0
A19150	1	1	1	1
A19152	0	1	1	1
A19155	1	1	1	1
A19156	0	0	1	1
A19157	0	0	1	1
A19159	0	1	1	1
A19161	0	0	1	1
A19162	1	0	1	1
A19164	0	1	1	1
A19165	1	1	0	0
A19168	0	1	1	1
A19169	0	0	1	1
A19170	0	0	1	1
A19171	0	1	1	1
A19172	0	0	1	1
A19173	0	0	1	0
A19176	0	0	1	1
A19177	0	1	1	1
A19178	1	1	1	0
A19180	1	0	1	0
A19181	1	1	0	1
A19182	1	0	1	0
A19184	0	1	1	1
A19185	0	1	1	1
A19188	0	1	1	1
A19189	1	0	1	0
A19190	0	0	0	1
A19192	0	1	1	1
A19193	0	0	1	1
A19194	0	0	0	1
A19195	1	0	1	1
A19196	1	1	1	1
A19198	1	0	1	1
A19199	1	1	1	1
A19200	1	1	1	1
A19201	0	0	1	1
A19203	0	0	1	1
A19204	0	0	1	1
A19205	0	0	1	1
A19208	1	1	1	1
A19210	1	0	1	1
A19211	0	0	1	1
A19212	0	0	1	1
A19213	0	0	1	1
A19217	1	1	1	1
A19218	0	0	1	1
A19222	1	0	0	1
A19223	0	1	1	1
A19225	1	0	1	0
A19229	0	0	1	1
A19231	1	0	0	1
A19232	1	0	1	1
A19233	1	1	1	1
A19235	0	1	1	1
A19237	0	1	1	1
A19238	0	0	1	1
A19239	1	0	1	1
A19240	0	1	0	1
A19241	0	1	1	1
A19242	0	0	0	1
A19245	0	0	0	1
A19246	0	1	1	1
A19247	0	0	1	1
A19248	0	1	0	0
A19249	0	0	1	1
A19250	0	0	1	1
A19254	1	0	1	1
A19257	0	0	1	1
A19259	0	0	1	0
A19260	0	0	1	1
A19262	1	1	0	1
A19264	1	1	1	1
A19265	0	1	1	1
A19267	1	1	0	1
A19271	0	1	0	0
A19273	0	1	1	1
A19274	1	1	0	1
A19276	0	0	0	1
A19277	0	0	1	1
A19278	0	0	1	0
A19279	1	1	0	1
A19283	0	0	1	1
A19284	0	1	1	1
A19285	0	1	1	1
A19286	1	1	1	1
A19288	0	1	1	1
A19291	0	1	0	1
A19294	0	0	1	1
A19296	1	1	1	0
A19297	1	0	0	0
A19299	0	0	1	1
A19300	1	1	0	0
A19302	0	0	1	1
A19303	1	0	1	1
A19304	1	1	1	1
A19305	1	0	1	1
A19306	1	0	1	1
A19307	0	1	1	1
A19310	0	1	1	1
A19311	1	1	0	1
A19312	1	0	0	1
A19313	1	1	1	1
A19314	1	1	0	1
A19316	0	1	1	1
A19318	0	0	1	1
A19320	0	1	1	0
A19322	0	1	1	1
A19325	0	0	1	1
A19326	0	1	1	1
A19327	0	1	1	1
A19328	1	0	0	0
A19329	1	1	1	1
A19331	1	0	1	0
A19332	0	1	1	1
A19333	1	1	1	1
A19336	1	0	1	0
A19337	1	0	0	1
A19341	1	0	1	1
A19342	1	1	1	1
A19344	0	0	1	1
A19345	0	0	1	1
A19347	1	1	0	1
A19349	1	0	1	1
A19350	0	1	0	1
A19351	1	1	0	1
A19352	0	1	0	1
A19353	0	1	1	1
A19354	0	0	0	1
A19356	1	0	1	0
A19358	1	1	1	1
A19359	0	0	1	1
A19361	1	1	0	1
A19362	0	1	1	1
A19363	1	0	0	1
A19365	1	1	1	1
A19366	1	1	0	1
A19367	0	1	1	1
A19369	1	0	1	0
A19372	0	1	1	1
A19373	0	1	1	1
A19374	0	0	1	1
A19375	0	1	1	1
A19376	0	0	1	0
A19377	0	1	0	1
A19379	0	1	1	1
A19380	0	0	1	0
A19381	0	1	1	1
A19382	0	0	1	1
A19383	1	1	1	1
A19386	0	0	1	1
A19387	1	1	0	1
A19388	1	0	0	1
A19389	1	1	0	1
A19390	1	1	0	0
A19391	0	1	1	1
A19392	0	1	1	1
A19393	1	1	1	0
A19396	0	1	1	1
A19400	0	0	1	1
A19403	0	1	1	1
A19405	0	1	1	1
A19406	1	0	0	0
A19407	1	1	1	0
A19409	1	1	0	0
A19410	1	0	1	1
A19411	1	1	1	0
A19413	0	1	1	1
A19414	1	1	1	1
A19415	0	1	1	1
A19416	1	0	1	1
A19420	0	0	1	1
A19421	1	1	1	1
A19425	0	1	1	0
A19428	0	1	0	1
A19429	0	1	1	1
A19430	0	0	1	1
A19431	1	1	1	1
A19435	1	1	0	1
A19436	0	0	1	1
A19437	1	1	0	1
A19439	0	1	1	1
A19440	0	1	1	1
A19441	1	0	1	0
A19442	1	1	1	1
A19443	1	1	1	1
A19444	1	1	0	0
A19445	0	1	1	1
A19446	1	1	1	0
A19447	1	0	1	1
A19448	0	0	1	1
A19450	1	0	1	1
A19451	0	0	1	1
A19452	0	0	1	1
A19453	0	0	1	1
A19455	1	1	0	1
A19456	1	1	1	1
A19457	1	1	1	0
A19458	1	1	1	1
A19459	0	0	1	1
A19460	1	1	1	1
A19461	0	1	0	1
A19462	1	1	1	0
A19463	0	0	1	1
A19464	0	1	1	1
A19465	1	1	1	1
A19467	1	1	1	1
A19470	0	0	0	1
A19472	0	0	0	1
A19474	0	0	1	1
A19476	0	0	1	1
A19477	0	1	1	1
A19479	1	0	1	0
A19480	0	1	1	1
A19481	1	1	1	0
A19483	1	0	0	0
A19484	0	1	1	1
A19486	1	1	0	1
A19488	0	0	1	1
A19489	1	1	1	1
A19491	1	1	1	1
A19492	0	1	0	1
A19494	0	1	1	1
A19495	0	1	1	1
A19496	0	1	1	1
A19497	1	1	0	1
A19498	1	0	1	1
A19499	1	1	1	0
A20001	0	1	0	0
A20002	0	0	1	1
A20004	1	0	1	0
A20005	0	0	1	1
A20006	0	0	0	1
A20007	1	1	1	0
A20008	1	0	1	1
A20009	0	0	1	1
A20011	1	1	1	1
A20012	1	0	0	1
A20014	0	1	1	1
A20015	0	1	1	1
A20016	1	1	0	1
A20018	0	0	1	1
A20019	0	0	0	1
A20020	1	0	1	1
A20021	1	1	0	1
A20022	0	0	1	1
A20023	0	0	1	1
A20024	0	0	1	1
A20028	1	0	1	1
A20029	1	1	0	0
A20030	1	0	0	1
A20033	0	1	1	1
A20034	1	1	0	0
A20037	1	1	0	1
A20038	0	1	1	1
A20040	0	1	1	1
A20043	1	1	0	0
A20044	0	1	1	1
A20045	0	0	0	1
A20046	0	0	1	0
A20047	0	1	1	0
A20048	1	1	0	0
A20049	0	1	0	1
A20050	0	1	1	1
A20053	0	1	1	1
A20055	0	0	1	1
A20056	0	0	1	1
A20057	0	1	0	1
A20058	0	0	1	1
A20059	0	1	0	1
A20060	0	0	1	1
A20061	0	0	1	1
A20062	0	0	0	1
A20063	0	0	1	1
A20064	1	1	1	0
A20067	0	1	1	0
A20068	0	0	1	1
A20069	0	0	1	0
A20070	1	0	0	1
A20072	1	1	1	0
A20073	0	0	1	1
A20074	1	0	0	1
A20075	0	0	1	1
A20081	0	0	1	1
A20082	0	1	0	1
A20083	1	0	1	1
A20084	1	0	0	1
A20085	1	0	1	1
A20086	1	0	1	1
A20088	0	1	1	1
A20090	1	0	1	1
A20091	0	0	0	1
A20095	0	1	0	1
A20096	1	1	0	0
A20097	0	0	1	1
A20099	0	0	1	1
A20101	0	0	1	1
A20104	0	0	1	1
A20105	1	1	1	0
A20106	0	1	1	0
A20107	1	0	1	0
A20108	1	1	1	0
A20109	0	0	1	1
A20110	1	1	1	1
A20112	0	1	1	1
A20113	0	0	1	1
A20114	0	0	1	0
A20116	0	1	1	1
A20120	1	0	1	0
A20121	1	1	1	0
A20122	0	1	1	1
A20123	0	0	0	1
A20125	1	0	1	1
A20126	1	1	0	0
A20127	0	1	1	0
A20128	0	1	1	0
A20131	0	0	1	1
A20132	1	0	1	1
A20134	1	0	1	1
A20135	1	0	1	1
A20136	0	0	1	1
A20137	0	0	1	0
A20139	1	0	1	0
A20140	0	0	1	1
A20141	1	1	1	0
A20142	1	1	1	0
A20144	0	0	1	1
A20147	0	1	0	1
A20148	0	0	1	1
A20150	1	1	1	1
A20151	0	0	1	1
A20153	1	1	1	1
A20154	0	1	1	1
A20156	0	0	1	0
A20160	1	0	0	1
A20162	0	0	0	1
A20164	0	0	1	0
A20165	1	0	0	1
A20168	0	1	1	1
A20170	0	0	1	1
A20171	1	1	1	1
A20173	1	1	1	1
A20176	0	0	1	1
A20179	0	0	0	1
A20180	0	1	1	0
A20182	0	0	1	1
A20184	0	0	1	1
A20185	1	0	1	0
A20186	0	1	1	0
A20187	0	1	0	1
A20189	0	0	1	1
A20190	0	1	1	1
A20192	0	0	1	1
A20194	0	0	1	1
A20198	0	0	0	1
A20200	1	1	1	0
A20201	0	0	1	1
A20202	0	0	1	1
A20204	0	1	1	0
A20205	1	0	1	1
A20206	1	0	0	1
A20211	1	1	0	0
A20212	0	0	1	1
A20213	1	1	0	0
A20216	1	0	0	1
A20220	0	0	1	1
A20221	0	1	0	1
A20222	0	1	1	1
A20223	0	1	0	0
A20225	1	1	0	1
A20226	1	1	1	1
A20227	0	0	1	1
A20228	1	0	1	1
A20231	1	1	1	0
A20232	0	0	1	1
A20233	1	1	0	1
A20234	1	0	1	1
A20235	1	1	1	1
A20236	0	0	0	1
A20239	1	0	1	1
A20240	0	0	1	1
A20241	0	0	1	1
A20243	1	0	1	0
A20246	1	0	0	1
A20247	0	0	1	1
A20248	0	1	1	1
A20250	1	0	1	0
A20252	0	0	1	0
A20253	1	0	1	1
A20255	0	0	1	1
A20256	1	0	1	1
A20260	1	1	1	0
A20261	0	1	1	1
A20263	0	0	1	1
A20264	0	1	1	1
A20265	0	1	0	1
A20266	0	0	1	1
A20267	0	0	1	1
A20271	0	0	1	1
A20273	0	1	1	1
A20274	1	1	1	1
A20277	0	0	0	1
A20283	0	1	1	1
A20284	0	0	1	1
A20285	0	0	0	1
A20288	1	0	1	1
A20289	0	0	1	1
A20290	0	0	1	0
A20291	1	0	1	1
A20292	1	1	1	1
A20293	1	0	1	1
A20294	1	1	1	0
A20295	1	0	1	1
A20296	0	1	1	1
A20297	1	0	0	1
A20298	0	0	1	1
A20300	0	0	1	0
A20301	1	1	1	1
A20303	1	0	1	0
A20304	0	0	1	1
A20305	0	0	1	1
A20306	1	1	0	1
A20307	0	1	1	1
A20308	0	0	0	1
A20310	0	0	1	0
A20311	1	1	0	0
A20312	0	1	0	1
A20313	0	0	1	0
A20315	0	1	1	1
A20316	1	0	1	1
A20317	1	0	1	1
A20318	0	0	1	1
A20319	0	1	1	1
A20320	0	0	1	1
A20322	0	1	0	1
A20323	1	0	1	0
A20324	1	1	1	1
A20325	0	1	1	1
A20328	0	1	1	1
A20330	1	1	0	1
A20331	0	0	1	1
A20332	0	1	0	1
A20333	1	0	0	1
A20335	0	0	1	1
A20336	0	0	1	0
A20337	0	1	1	1
A20338	0	0	1	0
A20339	0	0	1	1
A20340	0	0	1	0
A20342	0	0	1	0
A20344	1	1	0	0
A20345	0	0	1	1
A20347	1	0	1	1
A20348	0	0	1	1
A20349	0	0	1	1
A20350	0	0	1	1
A20351	0	1	1	0
A20353	1	0	0	0
A20354	0	0	1	1
A20355	0	1	1	1
A20356	1	0	1	0
A20357	0	1	1	1
A20358	1	1	1	1
A20360	1	0	1	0
A20361	0	0	1	0
A20362	0	1	1	1
A20363	1	0	0	1
A20365	0	1	1	1
A20366	1	0	1	1
A20367	0	1	1	0
A20368	1	1	0	1
A20369	0	1	1	1
A20372	0	0	1	0
A20373	1	1	0	1
A20374	0	1	1	1
A20375	0	0	1	1
A20378	1	1	1	0
A20379	0	1	1	1
A20380	0	0	1	1
A20382	0	0	1	1
A20383	0	1	1	0
A20386	0	1	1	1
A20388	0	0	1	0
A20391	0	1	1	0
A20394	0	1	1	1
A20396	0	0	1	0
A20397	1	1	1	1
A20398	1	1	1	1
A20400	1	0	0	1
A20401	0	0	1	1
A20402	0	0	1	1
A20403	0	0	0	1
A20404	0	0	1	1
A20405	0	0	1	1
A20406	1	0	1	1
A20407	1	1	0	0
A20408	0	0	1	1
A20409	0	0	0	1
A20410	0	0	1	1
A20411	0	0	1	1
A20412	1	0	1	1
A20415	1	0	0	0
A20416	0	0	1	0
A20417	0	1	1	1
A20418	1	0	1	0
A20420	0	0	0	1
A20422	0	1	0	1
A20423	1	1	0	1
A20428	1	1	1	0
A20429	0	1	0	1
A20430	0	0	1	1
A20431	0	1	0	0
A20432	1	0	1	1
A20434	1	0	1	1
A20435	0	0	1	1
A20436	0	0	1	1
A20438	1	0	1	0
A20441	0	0	1	1
A20442	0	1	1	1
A20443	0	0	1	1
A20444	0	0	1	0
A20445	0	0	1	1
A20446	0	0	0	1
A20447	0	0	1	0
A20448	1	1	1	1
A20449	0	0	1	1
A20450	0	1	0	1
A20451	0	1	1	1
A20452	0	1	1	1
A20453	1	1	1	1
A20454	0	0	1	1
A20457	1	0	0	0
A20458	0	0	1	1
A20459	0	0	1	1
A20462	1	0	1	1
A20466	0	0	1	1
A20467	1	0	1	0
A20468	0	1	0	1
A20469	1	0	1	0
A20471	1	1	1	1
A20472	0	1	1	1
A20473	1	0	1	1
A20475	0	1	1	1
A20476	0	0	1	1
A20477	0	1	0	0
A20481	0	1	1	1
A20483	0	0	1	1
A20484	0	1	1	1
A20485	0	0	1	1
A20486	1	1	0	1
A20489	0	1	1	1
A20491	0	0	1	1
A20492	0	0	1	1
A20494	0	0	1	1
A20495	0	1	0	0
A20497	1	0	1	1
A20499	0	0	1	0
A20500	0	1	1	1
A21001	0	0	1	1
A21003	0	0	0	1
A21005	0	0	1	0
A21006	0	1	0	1
A21007	0	0	1	1
A21009	0	1	1	0
A21010	0	0	1	0
A21013	1	0	0	0
A21014	1	0	1	1
A21015	0	1	0	0
A21017	0	0	1	0
A21020	1	0	1	1
A21022	1	1	1	1
A21023	1	1	1	1
A21025	0	0	1	1
A21026	1	0	1	1
A21027	1	0	1	1
A21028	0	0	1	0
A21031	0	1	1	1
A21033	0	0	1	1
A21034	1	0	1	1
A21035	1	0	1	1
A21036	1	0	1	1
A21038	0	0	1	1
A21040	0	0	1	1
A21042	0	0	1	1
A21044	1	1	0	1
A21045	1	0	0	0
A21047	0	0	1	1
A21048	0	0	1	1
A21049	1	1	1	1
A21050	0	1	1	1
A21051	0	0	1	0
A21052	1	0	1	1
A21054	0	0	0	1
A21055	0	0	0	1
A21056	0	0	1	1
A21057	0	0	1	1
A21058	1	1	1	1
A21059	1	1	1	1
A21060	1	1	0	0
A21061	1	0	1	0
A21066	1	0	1	1
A21067	0	1	1	1
A21069	0	0	1	1
A21070	1	1	1	0
A21071	1	1	1	1
A21072	0	1	1	1
A21073	1	0	1	1
A21074	0	0	1	1
A21076	1	0	0	0
A21077	0	0	1	1
A21079	1	0	1	1
A21080	0	0	1	1
A21081	1	0	1	1
A21086	0	1	0	0
A21087	0	0	1	1
A21089	0	0	1	1
A21090	0	0	1	1
A21092	0	1	1	1
A21093	0	1	1	1
A21094	1	0	0	1
A21095	0	0	1	1
A21100	1	0	0	1
A21101	0	1	1	1
A21102	0	0	1	1
A21103	1	0	1	1
A21104	0	0	0	1
A21105	0	0	1	1
A21107	0	1	1	1
A21108	1	0	1	1
A21112	0	0	1	1
A21113	0	1	0	0
A21115	1	0	1	1
A21116	0	1	1	0
A21118	0	1	1	1
A21119	1	0	0	1
A21121	1	0	1	1
A21122	1	1	0	1
A21127	0	0	1	1
A21129	0	0	1	1
A21130	0	1	1	0
A21132	0	0	1	1
A21133	0	1	1	1
A21134	1	1	1	1
A21135	1	0	1	1
A21137	1	0	0	1
A21138	1	1	0	1
A21139	1	0	1	1
A21141	0	0	1	0
A21142	0	0	1	1
A21143	1	1	1	1
A21144	0	0	1	1
A21146	0	1	0	1
A21149	1	0	0	0
A21150	0	0	1	1
A21152	0	0	1	1
A21153	1	0	1	1
A21155	0	1	1	1
A21156	0	1	1	1
A21157	0	1	1	1
A21161	0	1	0	1
A21162	0	0	1	1
A21164	0	1	1	1
A21166	0	1	1	1
A21168	0	1	0	1
A21169	1	0	1	1
A21170	0	0	1	1
A21172	1	0	1	1
A21173	0	0	1	0
A21174	0	0	1	1
A21175	1	0	0	1
A21176	1	0	0	1
A21177	0	0	1	1
A21180	0	1	1	0
A21182	0	0	0	1
A21183	0	0	1	1
A21185	1	0	1	1
A21186	1	0	1	1
A21190	1	1	0	1
A21192	1	1	1	0
A21194	1	0	1	1
A21196	0	0	1	1
A21197	0	0	1	1
A21199	1	0	1	0
A21201	0	0	1	1
A21204	1	1	0	1
A21205	0	0	1	1
A21206	1	0	1	1
A21207	0	0	1	1
A21208	0	0	1	1
A21210	0	1	0	1
A21213	0	0	1	1
A21214	0	0	0	1
A21216	0	0	1	1
A21218	1	0	1	1
A21219	0	0	1	1
A21220	1	1	0	0
A21223	0	0	1	1
A21224	0	1	1	1
A21227	1	0	0	0
A21228	0	1	1	0
A21229	1	1	0	1
A21231	1	1	0	0
A21232	0	0	1	1
A21233	1	0	1	1
A21234	0	0	0	1
A21235	0	1	1	1
A21237	0	0	1	1
A21238	1	1	0	1
A21239	0	0	1	0
A21240	0	1	1	1
A21241	1	1	0	1
A21244	1	0	0	0
A21246	0	1	1	0
A21251	0	1	1	0
A21252	1	0	1	1
A21253	0	1	1	0
A21254	0	0	1	1
A21255	0	0	1	1
A21257	1	0	0	0
A21259	1	0	0	1
A21260	0	0	1	0
A21261	0	0	1	1
A21263	0	0	1	0
A21267	0	1	1	1
A21268	1	1	1	1
A21269	0	0	1	1
A21271	0	1	1	1
A21273	0	0	1	0
A21274	0	0	1	1
A21275	1	1	0	1
A21277	0	1	1	1
A21278	0	1	1	1
A21280	1	0	0	0
A21281	1	0	1	1
A21282	1	0	1	0
A21283	0	0	1	1
A21285	1	1	1	0
A21286	1	0	0	1
A21289	1	1	1	1
A21291	1	1	1	0
A21292	1	0	1	1
A21293	0	0	1	1
A21294	0	1	1	1
A21295	1	0	1	0
A21296	0	0	0	1
A21297	0	1	1	1
A21298	0	0	0	1
A21299	0	0	1	1
A21300	1	0	0	0
A21301	0	0	1	1
A21302	0	0	0	1
A21305	0	0	0	1
A21306	1	1	1	0
A21307	1	0	1	0
A21311	0	0	1	1
A21314	0	0	1	1
A21316	0	0	1	1
A21317	1	1	0	0
A21318	0	0	1	1
A21319	0	0	1	0
A21320	0	0	1	1
A21321	1	0	1	0
A21322	0	0	0	1
A21325	0	0	1	1
A21328	1	1	1	1
A21331	0	0	0	1
A21332	1	0	0	1
A21333	0	0	1	1
A21334	1	0	1	0
A21336	0	1	1	1
A21337	0	1	0	1
A21339	0	0	1	1
A21340	1	1	0	1
A21341	1	1	1	1
A21344	0	0	1	1
A21345	0	0	1	0
A21346	0	0	1	1
A21348	1	0	1	0
A21349	0	0	1	1
A21350	1	1	0	1
A21351	1	1	1	1
A21352	0	1	1	1
A21353	0	0	1	1
A21355	0	0	1	1
A21356	0	1	1	0
A21357	0	1	1	1
A21358	1	1	0	1
A21362	0	1	1	0
A21363	0	1	1	1
A21364	1	0	1	1
A21365	0	1	1	1
A21366	1	1	0	0
A21369	0	0	1	0
A21370	1	1	0	1
A21371	0	0	1	1
A21372	1	0	1	0
A21373	0	0	1	1
A21374	0	0	0	1
A21375	0	0	1	1
A21376	0	0	1	1
A21377	0	1	1	1
A21378	0	0	1	1
A21384	0	1	1	1
A21385	0	0	1	1
A21386	0	1	1	1
A21387	0	0	1	1
A21390	1	0	1	1
A21391	0	0	0	1
A21392	1	0	0	1
A21393	0	0	1	1
A21394	0	0	0	1
A21395	1	1	0	1
A21397	1	1	0	1
A21398	0	0	1	1
A21399	1	0	1	1
A21400	0	0	1	1
A21401	1	0	1	1
A21402	0	1	1	0
A21404	1	0	1	1
A21406	0	1	1	1
A21407	1	1	1	1
A21408	0	0	1	1
A21410	0	1	1	0
A21411	1	1	1	0
A21412	0	0	1	1
A21414	1	1	0	1
A21415	1	1	1	1
A21416	1	0	1	1
A21417	1	0	1	1
A21418	1	1	1	1
A21421	1	1	1	1
A21422	1	1	1	1
A21423	1	1	1	0
A21424	0	1	1	1
A21425	1	0	1	1
A21426	0	1	1	0
A21428	0	1	0	0
A21431	1	1	1	1
A21433	1	0	1	1
A21434	0	1	0	0
A21435	0	1	0	1
A21436	0	0	1	1
A21437	1	0	1	1
A21438	1	0	1	1
A21439	0	1	0	1
A21440	1	1	0	1
A21441	0	1	0	0
A21442	0	1	1	1
A21443	1	0	1	1
A21444	0	1	1	1
A21445	0	1	0	0
A21446	0	0	1	1
A21447	0	0	1	1
A21450	0	0	1	1
A21451	0	0	1	1
A21453	0	1	0	1
A21454	0	1	1	1
A21455	1	0	1	1
A21456	1	0	0	0
A21457	1	0	1	0
A21460	0	0	1	1
A21461	0	0	1	1
A21462	0	0	0	1
A21463	0	0	1	1
A21464	0	1	1	0
A21465	0	1	1	1
A21468	0	1	1	1
A21469	1	0	1	1
A21472	1	0	1	1
A21473	1	1	0	1
A21474	0	1	0	1
A21475	1	1	1	1
A21476	0	1	1	0
A21477	0	0	1	0
A21478	0	0	1	0
A21479	1	0	0	0
A21480	0	1	0	0
A21481	0	0	1	1
A21482	1	1	0	1
A21485	1	0	0	0
A21486	0	0	1	1
A21487	1	0	1	1
A21491	0	1	1	1
A21492	0	1	1	1
A21493	0	0	1	0
A21494	0	0	0	1
A21495	0	0	1	1
A21496	1	1	0	0
A21497	0	0	1	1
A21498	0	0	1	1
A21500	0	0	1	0
A22001	0	0	0	1
A22002	1	1	0	1
A22003	1	1	0	1
A22004	0	0	1	1
A22008	0	1	1	1
A22011	1	0	0	0
A22012	0	0	1	1
A22013	0	0	1	1
A22015	0	0	1	0
A22017	0	1	1	1
A22021	1	0	1	1
A22023	0	0	1	1
A22025	1	1	1	1
A22029	0	1	1	1
A22030	0	1	0	1
A22031	0	0	1	0
A22032	1	0	1	0
A22034	1	0	1	1
A22035	0	1	1	1
A22036	1	0	1	1
A22037	1	1	1	1
A22040	0	0	1	1
A22041	1	1	1	1
A22042	0	1	1	1
A22043	0	0	1	1
A22044	0	0	0	1
A22045	0	0	1	1
A22046	1	1	1	1
A22047	0	1	1	1
A22049	1	0	0	1
A22050	0	1	1	0
A22052	0	0	1	0
A22054	1	0	1	1
A22055	0	1	1	0
A22056	0	0	1	1
A22057	1	0	1	0
A22058	1	1	1	1
A22059	1	1	0	0
A22061	0	0	1	1
A22063	1	1	0	1
A22065	1	0	1	1
A22066	1	0	1	1
A22068	0	0	0	1
A22069	1	0	0	1
A22070	0	1	1	0
A22075	0	1	1	1
A22076	0	0	1	1
A22081	1	1	0	1
A22083	0	1	1	1
A22084	0	1	1	1
A22085	0	0	0	1
A22088	0	0	1	1
A22089	1	1	1	1
A22093	0	1	1	1
A22094	0	0	1	1
A22096	0	1	1	1
A22097	0	0	1	1
A22098	1	1	1	1
A22100	0	1	1	1
A22101	0	0	1	1
A22102	0	0	0	1
A22105	0	0	1	1
A22107	0	1	1	1
A22108	0	1	1	1
A22112	0	0	1	0
A22113	1	1	1	1
A22115	0	0	0	1
A22116	0	1	0	1
A22117	1	1	1	1
A22118	0	0	1	1
A22119	0	0	1	1
A22120	1	1	1	1
A22122	0	0	0	1
A22123	1	0	1	0
A22124	1	0	1	0
A22125	1	1	1	0
A22127	1	1	1	1
A22129	1	0	0	1
A22133	0	1	1	1
A22135	0	1	1	1
A22139	0	0	1	1
A22141	1	1	1	1
A22142	1	0	1	0
A22144	0	0	1	1
A22147	1	1	1	1
A22148	0	0	1	0
A22149	1	0	0	1
A22150	0	1	1	1
A22151	0	0	1	1
A22152	0	0	1	1
A22153	0	1	1	1
A22154	0	1	1	1
A22155	1	0	1	0
A22157	1	0	1	0
A22159	1	1	1	1
A22160	1	1	0	1
A22161	1	1	1	1
A22162	1	0	1	0
A22163	1	0	1	1
A22165	0	0	1	1
A22166	0	0	1	1
A22167	1	1	0	1
A22168	1	1	1	1
A22169	1	1	1	1
A22170	0	0	1	1
A22171	0	0	1	1
A22174	0	0	1	1
A22178	1	1	1	1
A22179	0	1	1	1
A22182	0	0	1	1
A22183	0	1	1	1
A22184	1	1	0	1
A22185	0	1	1	1
A22187	1	0	1	1
A22188	1	0	1	1
A22190	0	1	0	1
A22191	0	1	1	1
A22193	0	0	0	1
A22195	0	0	1	1
A22196	1	0	1	1
A22197	0	0	1	1
A22198	0	0	0	1
A22200	0	1	1	1
A22201	1	0	1	1
A22202	0	0	1	1
A22204	0	0	1	1
A22205	0	0	1	1
A22206	0	0	0	1
A22207	0	0	0	1
A22208	1	0	0	1
A22210	0	1	1	0
A22212	1	1	0	1
A22213	0	0	1	0
A22215	0	1	1	0
A22216	0	0	1	1
A22217	0	0	1	1
A22218	0	1	1	1
A22220	0	0	1	1
A22223	0	1	0	1
A22225	0	0	1	1
A22226	0	0	1	1
A22227	0	1	1	1
A22229	0	0	1	1
A22230	1	1	1	1
A22231	0	0	0	1
A22232	0	0	1	1
A22233	0	0	1	0
A22234	1	0	1	0
A22235	0	1	1	1
A22237	0	1	1	1
A22238	0	1	1	0
A22239	1	1	0	1
A22242	1	1	0	1
